time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461550000	-24.5201	-6.45782	4.96719	2.24204	-0.86781	radar	3.11463	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5999	-6.33817	4.75057	2.19644	-0.986755	lidar	5.68785	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7399	-6.14848	4.75451	2.22356	-0.155487	radar	0.452197	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9292	-5.93581	4.85258	2.22442	-0.132338	lidar	2.56764	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0582	-5.72749	4.8653	2.18784	-0.320443	radar	1.84214	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1923	-5.56976	4.78615	2.18701	-0.279595	lidar	0.378096	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3407	-5.38309	4.7899	2.2044	-0.0243561	radar	0.481917	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4991	-5.15634	4.87253	2.19678	-0.0339119	lidar	0.499743	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6218	-4.98512	4.80873	2.18814	-0.12185	radar	5.32611	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7458	-4.83118	4.71635	2.19337	-0.0983876	lidar	0.482527	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8647	-4.62864	4.72056	2.11781	-0.768716	radar	0.265192	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9805	-4.3678	4.82834	2.05616	-0.812378	lidar	0.754783	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.1032	-4.15518	4.84505	1.92511	-1.95499	radar	8.18713	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.17	-3.8371	5.01281	1.80621	-1.91165	lidar	1.88518	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2547	-3.60738	5.00151	1.82343	-0.881502	radar	1.696	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2617	-3.33045	5.03298	1.75616	-0.885296	lidar	4.12722	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.314	-3.08486	5.03883	1.76929	-0.279134	radar	0.0947649	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3296	-2.85603	4.98215	1.7434	-0.299696	lidar	1.33797	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3837	-2.62743	4.95955	1.7624	-0.00409892	radar	1.42892	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4647	-2.50139	4.73286	1.79221	0.0714472	lidar	5.99303	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5154	-2.26458	4.75146	1.76691	-0.250153	radar	0.617329	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5762	-2.07954	4.65784	1.77038	-0.203787	lidar	1.03956	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6022	-1.84415	4.67192	1.73294	-0.381446	radar	1.52376	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.61	-1.58692	4.71998	1.69716	-0.411425	lidar	1.28167	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6124	-1.36515	4.69419	1.5775	-1.41494	radar	1.37663	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6047	-1.13539	4.68551	1.50647	-1.41753	lidar	0.00499246	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6342	-0.917834	4.65246	1.56321	-0.297249	radar	5.39216	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6488	-0.654039	4.72575	1.56002	-0.247625	lidar	0.639416	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6417	-0.41738	4.73486	1.46402	-1.20331	radar	1.86923	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5847	-0.100187	4.91474	1.39157	-1.24428	lidar	2.62667	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.568	0.138198	4.90708	1.40947	-0.540169	radar	2.86175	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.542	0.44796	5.05616	1.39947	-0.464662	lidar	1.44759	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5228	0.692799	5.05034	1.43454	0.0462493	radar	1.24032	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5286	0.983675	5.13729	1.45669	0.0652133	lidar	2.55068	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4782	1.25465	5.18147	1.44545	0.027587	radar	5.18923	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4388	1.48051	5.11688	1.4437	0.0355366	lidar	0.315039	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3962	1.69525	5.04253	1.3771	-0.695687	radar	8.39042	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3481	1.88999	4.93153	1.34211	-0.700928	lidar	0.644155	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2834	2.12019	4.92357	1.27162	-1.08241	radar	0.193235	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.215	2.29414	4.79497	1.21276	-1.1272	lidar	0.885718	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1472	2.51864	4.78185	1.27782	0.155539	radar	0.566953	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0764	2.76804	4.82803	1.2889	0.171014	lidar	0.112481	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9899	2.98372	4.81176	1.12882	-1.62485	radar	1.967	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8668	3.2737	4.98152	1.05273	-1.64089	lidar	1.52089	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7853	3.49944	4.9577	1.12708	-0.157045	radar	2.70755	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6781	3.69158	4.89488	1.10789	-0.210148	lidar	0.224613	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5619	3.88995	4.86611	1.06783	-0.445278	radar	1.06433	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4957	4.0597	4.74776	1.05796	-0.4148	lidar	3.7213	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3739	4.25248	4.73169	1.02527	-0.491458	radar	0.522353	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2099	4.48418	4.82448	0.99291	-0.502292	lidar	2.05792	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0527	4.6753	4.82295	1.01475	0.218258	radar	8.22913	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9454	4.87918	4.80742	1.0332	0.234455	lidar	0.441024	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7877	5.06457	4.8063	0.940606	-0.668703	radar	2.46224	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.617	5.29393	4.9049	0.906934	-0.675095	lidar	0.955131	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4519	5.46982	4.90352	0.809168	-1.2977	radar	0.218888	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2518	5.63655	4.92127	0.733038	-1.31466	lidar	1.01323	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0926	5.78722	4.86693	0.731906	-0.674552	radar	3.02299	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9115	5.94517	4.86399	0.697867	-0.676205	lidar	0.000959814	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7519	6.14477	4.88295	0.880135	1.36921	radar	1.30937	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.613	6.31851	4.84054	0.943084	1.36683	lidar	0.121205	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4564	6.48583	4.80732	0.812869	-0.583715	radar	1.80775	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2324	6.73996	5.0182	0.780317	-0.697655	lidar	3.87198	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0341	6.88167	4.99092	0.725727	-0.71053	radar	5.56084	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8193	7.05692	5.0463	0.688178	-0.695723	lidar	0.788838	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6087	7.19243	5.03909	0.61185	-0.997334	radar	1.40375	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4203	7.32032	4.99427	0.561369	-1.0104	lidar	0.42557	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1997	7.44463	5.0174	0.46185	-1.52352	radar	0.453944	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.004	7.59032	5.03894	0.420687	-1.42771	lidar	2.56104	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8067	7.78178	5.06127	0.64584	1.14935	radar	5.72864	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6179	7.9378	5.05131	0.705211	1.16191	lidar	0.0465401	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4227	8.05608	4.99832	0.580947	-0.471819	radar	2.05735	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2104	8.0718	4.83046	0.525867	-0.274549	lidar	4.52451	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0066	8.22607	4.86294	0.607802	0.625672	radar	3.15302	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8468	8.40452	4.86704	0.673048	0.750665	lidar	2.86253	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6063	8.51357	4.8923	0.435005	-1.79757	radar	4.97565	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3435	8.64498	5.0069	0.353762	-1.78253	lidar	1.17912	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1418	8.76546	4.92998	0.516646	0.737837	radar	1.76796	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9582	8.87373	4.86811	0.546728	0.707154	lidar	0.617887	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7548	8.97747	4.84407	0.506645	0.0701773	radar	0.299873	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5422	9.05523	4.79326	0.492018	0.0877509	lidar	0.652041	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2999	9.16954	4.86937	0.375474	-1.16869	radar	4.67609	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0002	9.26112	5.00018	0.311051	-1.14473	lidar	5.81486	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7883	9.33808	4.9528	0.318131	-0.540714	radar	1.81797	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5242	9.44424	5.04161	0.312887	-0.448935	lidar	0.640224	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2728	9.45561	5.01697	0.152455	-1.45625	radar	3.38754	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9517	9.59713	5.26647	0.154133	-1.25792	lidar	3.35472	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.6919	9.70076	5.26744	0.356187	1.17383	radar	2.81452	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4225	9.84292	5.36042	0.447905	1.27295	lidar	0.516134	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1711	9.90807	5.33817	0.291231	-0.637781	radar	1.12346	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8959	10.0376	5.42965	0.273877	-0.737352	lidar	0.794484	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6377	10.1089	5.42828	0.258115	-0.516007	radar	0.0270665	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3938	10.2079	5.43002	0.255558	-0.433475	lidar	1.35323	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1345	10.2806	5.44253	0.223594	-0.600715	radar	0.430645	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9141	10.2724	5.29898	0.154917	-0.702634	lidar	1.15262	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.664	10.3367	5.28963	0.217289	0.197395	radar	0.292118	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4645	10.3052	5.10334	0.161675	-0.0119009	lidar	1.80129	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1761	10.3223	5.18815	0.00991463	-1.44697	radar	6.1811	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9058	10.3686	5.25409	-0.0273731	-1.37363	lidar	0.741207	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6599	10.393	5.15086	0.193245	1.54241	radar	5.44504	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4386	10.3598	5.03502	0.172552	1.13047	lidar	1.41741	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1836	10.3617	5.04234	0.0622626	-0.222709	radar	0.905396	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8459	10.5765	5.34683	0.149642	-0.325364	lidar	9.26856	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5819	10.637	5.36143	0.207267	0.34416	radar	0.340003	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3443	10.6447	5.2812	0.194756	0.279202	lidar	0.607706	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0793	10.6712	5.29409	0.0883169	-0.865712	radar	0.447337	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8183	10.7721	5.35174	0.0875543	-0.820694	lidar	4.27793	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5461	10.8283	5.38387	0.131765	-0.100217	radar	1.26307	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3303	10.7736	5.22155	0.061958	-0.318347	lidar	2.02342	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0696	10.8095	5.23697	0.107738	0.219122	radar	0.201544	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8211	10.8919	5.25689	0.155107	0.316441	lidar	2.23893	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5402	10.9119	5.30187	0.0823192	-0.483206	radar	2.64182	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3209	10.9154	5.20507	0.0512255	-0.479876	lidar	1.06818	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.072	10.8569	5.1881	-0.203551	-2.64634	radar	2.03545	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7756	10.7841	5.28486	-0.327011	-2.55503	lidar	2.21464	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5465	10.7556	5.09463	-0.140322	0.513904	radar	3.93239	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3087	10.7654	5.08531	-0.0593118	0.826093	lidar	1.26029	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0469	10.8187	5.12186	0.0989724	1.46607	radar	1.36951	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77835	10.9234	5.18181	0.21429	1.44811	lidar	2.09213	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55449	10.8912	5.07569	0.0208584	-0.795778	radar	5.06093	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29061	10.9267	5.11151	-0.0101726	-0.858519	lidar	0.690841	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05212	10.8986	5.06743	-0.0242813	-0.425798	radar	2.50665	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78105	10.9365	5.12814	-0.0111574	-0.27466	lidar	1.07059	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55246	10.8824	5.05735	-0.0602708	-0.294181	radar	6.29785	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.4091	10.7851	4.79719	-0.136169	-0.43177	lidar	4.1741	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.15809	10.7927	4.83116	-0.0505136	0.467129	radar	1.31314	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78311	10.8826	5.15343	0.0731446	0.803759	lidar	5.80475	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.5225	10.8698	5.16039	0.0180318	0.0483825	radar	1.49189	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24014	10.8707	5.21155	0.0174362	0.0253663	lidar	0.555949	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00578	10.8905	5.16584	0.0690829	0.495328	radar	1.68671	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
